wid,time,text,uid,username,following,followed,gender
4522016067385526,Wed Jul 01 23:08:27 +0800 2020,为了老干妈,5997320158,冬天学习耶,114,82,f
4522010401583401,Wed Jul 01 22:45:57 +0800 2020,"有点惨<span class=""url-icon""><img alt=[污] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_wu-12f8564d2b.png"" 
                style=""width:1em; height:1em;"" /></span>",5100251136,ly落落落,532,122,f
4521976696313543,Wed Jul 01 20:32:01 +0800 2020,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈虽然但是很好笑,5341778295,我是希希的涵涵啊,646,243,f
4521975718781260,Wed Jul 01 20:28:08 +0800 2020,啊啊啊啊啊啊啊，傻白甜！！！！我要Pick你出道！！！！！,3782929024,吧啦吧啵哔哔biu,370,319,f
4521970852837045,Wed Jul 01 20:08:48 +0800 2020,憨憨證據確鑿了了，哈哈哈,5802347393,不吃排骨的排骨,528,40,f
4521968198230950,Wed Jul 01 19:58:15 +0800 2020,"那句话怎么说来着：你也有今天！！！<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>",5681875482,路远忘了归,956,144,m
4521961256949030,Wed Jul 01 19:30:39 +0800 2020,"真就老千妈了<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",5791826684,君君vX_,1597,1312,m
4521960875472084,Wed Jul 01 19:29:09 +0800 2020,太逗乐了,1841782453,是球球呀111,387,310,f
4521958832612958,Wed Jul 01 19:21:02 +0800 2020,完美的结局,2318219195,鹰头虎,111,85,m
4521957775844636,Wed Jul 01 19:16:50 +0800 2020,算了，就当花钱买个教训，以后注意,7211919844,不想说话a3,154,20,f
4521956936173708,Wed Jul 01 19:13:30 +0800 2020,心疼,5501489518,一只莫得梦想的仙女,293,216,f
4521956097390259,Wed Jul 01 19:10:10 +0800 2020,"<span class=""url-icon""><img alt=[摊手] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-3abaa4ed77.png"" 
                style=""width:1em; height:1em;"" /></span>真是闹剧",1985166371,要不要虾滑_0v0,954,2197,m
4521951794954829,Wed Jul 01 18:53:03 +0800 2020,哎。。,1905146695,陌简雅儿,494,2310,f
4521951526292164,Wed Jul 01 18:52:00 +0800 2020,"我要老干妈<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",2089547461,BS之逗比,1952,623,m
4521951392253962,Wed Jul 01 18:51:28 +0800 2020,"我想要<span class=""url-icon""><img alt=[太开心] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[太开心] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" 
                style=""width:1em; height:1em;"" /></span>",5420367345,废纸宝宝,687,493,m
4521938377204137,Wed Jul 01 17:59:44 +0800 2020,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈，笑死，企鹅肉,7311143977,踩王甜甜的AJ,582,37,f
4521938192648224,Wed Jul 01 17:59:00 +0800 2020,"抱抱傻白甜鹅<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",5885019236,昵称不可用的吃瓜群众,259,70,f
4521978743417326,Wed Jul 01 20:40:08 +0800 2020,"你的文字我心疼，你的遭遇八方点赞<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",7309337054,娜娜守护wx,263,63,f
4521977262834436,Wed Jul 01 20:34:15 +0800 2020,"以后建立合作之前要严查对方资质，广告门槛放高，不是什么人都可以打广告的<span class=""url-icon""><img alt=[吃瓜] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-c95cd5ba58.png"" 
                style=""width:1em; height:1em;"" /></span>",2111662933,威武我勒布朗詹姆斯,1710,509,m
4521975474730174,Wed Jul 01 20:27:10 +0800 2020,"你的文字有点心疼，你的奖品有点心动<span class=""url-icon""><img alt=[羞嗒嗒] src=""https://h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-f44e8f5688.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[羞嗒嗒] src=""https://h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-f44e8f5688.png"" 
                style=""width:1em; height:1em;"" /></span><a href='/n/腾讯公司'>@腾讯公司</a>",2111885161,糖桔排骨汤,145,100,f
4521954109265899,Wed Jul 01 19:02:15 +0800 2020,"下午经过鹅厂，没忍住笑出声了<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span>",3607392263,xiaoyunly,135,126,f
4521948867299250,Wed Jul 01 18:41:25 +0800 2020,哈哈哈，大胖鹅，你也有今天,2871772200,林小霄要加油,1838,261,f
4521938641542241,Wed Jul 01 18:00:48 +0800 2020,"哈哈哈哈哈哈哈哈哈🤣不好意思，没忍住<span class=""url-icon""><img alt=[偷笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png"" 
                style=""width:1em; height:1em;"" /></span>",5680910087,只相信正义啊,209,116,f
4522003464248762,Wed Jul 01 22:18:23 +0800 2020,"鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈   话说待播剧什么的比如余生请多指教什么的快点上吧<span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-06a3ca0ae4.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-06a3ca0ae4.png"" 
                style=""width:1em; height:1em;"" /></span>会员早早准备好了 哈哈哈哈哈哈鹅你怎么那么可爱哈哈哈哈哈哈哈哈哈哈哈",3893411344,琑丫琑,181,139,f
4522002620307476,Wed Jul 01 22:15:02 +0800 2020,"以后腾讯可能要成立监察部门了<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span>",5328431796,林三丞,410,1371,f
4521978842865788,Wed Jul 01 20:40:33 +0800 2020,"乖啦，以后别上当了，<span class=""url-icon""><img alt=[抱抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" 
                style=""width:1em; height:1em;"" /></span>",6561936305,最爱你啦H,188,5,m
4521973752109100,Wed Jul 01 20:20:18 +0800 2020,乘风破浪的老干妈,5090718480,Think-About-You,992,105,m
4521962367678803,Wed Jul 01 19:35:04 +0800 2020,"哈哈哈哈哈哈//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",2262552551,_正经大花猫,200,174,f
4521949089346741,Wed Jul 01 18:42:19 +0800 2020,"鹅，是真心疼你了<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>",6023680252,语小甜儿,305,2743,f
4521938376311314,Wed Jul 01 17:59:45 +0800 2020,送我送我！！！,5966709349,一个平平无奇的恋爱小天才呀,288,172,f
4522014009034096,Wed Jul 01 23:00:17 +0800 2020,我寻思着你们不该给老干妈道个歉么？？？？？？？？？？,5864826186,00000lrt,902,121,f
4521955301284296,Wed Jul 01 19:06:59 +0800 2020,"坐实企鹅侵权老干妈商标<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",1951113470,丛云翔,3513,420,m
4521954989793480,Wed Jul 01 19:05:45 +0800 2020,"哈哈，1000瓶老干妈我可以吃5年<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-61fe2a7aaa.png"" 
                style=""width:1em; height:1em;"" /></span>",6927707646,杨超越的化妆师,869,287,f
4521951525976385,Wed Jul 01 18:52:00 +0800 2020,"有授权嘛，竟敢用我老干妈的肖像！起诉！起诉！<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",3798886741,李伯臻Neo,313,214,m
4521945997258316,Wed Jul 01 18:30:02 +0800 2020,"心疼鹅爹<span class=""url-icon""><img alt=[哈哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哈哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哈哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_haha-dd1c6d36cf.png"" 
                style=""width:1em; height:1em;"" /></span>",5462730869,六月啵啵来,621,96,f
4521943527690507,Wed Jul 01 18:20:13 +0800 2020,腾讯什么时候出 腾讯微博 抵制渣浪,6859053637,卡卡罗特神龟波,505,167,m
4521940783617392,Wed Jul 01 18:09:19 +0800 2020,哈哈哈，真惨啊我的鹅厂,6252208174,呆鸡哥哥,398,81,m
4521939412608267,Wed Jul 01 18:03:51 +0800 2020,"鹅！既然中午吃饭辣椒酱都不香了，那就俺帮你吃点掉吧！//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",1707587042,闭上眼睛的平静,492,363,f
4522017716520465,Wed Jul 01 23:15:00 +0800 2020,陕西人民发来贺电！,5447657487,社地有道理很,304,52,m
4522006810619272,Wed Jul 01 22:31:41 +0800 2020,"我觉得这个时候可以真的合作一波，打个折吧<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span>",5601284912,LiGuangqian_,1832,486,m
4522001878651033,Wed Jul 01 22:12:05 +0800 2020,"别上火，上火一定记得用灭火器<span class=""url-icon""><img alt=[嘻嘻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" 
                style=""width:1em; height:1em;"" /></span>",2085621483,天津消防,638,1229869,m
4522000825995259,Wed Jul 01 22:07:54 +0800 2020,"这一千瓶老干妈该不会是假的吧。小心人家告你侵权<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",6102831909,张子帅Z,223,66,m
4521997440504534,Wed Jul 01 21:54:27 +0800 2020,"无耻鹅厂，竟然碰瓷老干妈出位<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",6165546713,维维_san,48,10,m
4521986576896500,Wed Jul 01 21:11:17 +0800 2020,正规公司都有电话和邮箱，签合同发一份邮件收到回执就妥了,1700677537,HzzzzzR,265,265,m
4521981826169680,Wed Jul 01 20:52:24 +0800 2020,为了给腾讯分担一点，我决定勉为其难的冲个王者皮肤吧！,2994260464,AKA-Ligo小姐姐,299,1141,f
4521975219771203,Wed Jul 01 20:26:09 +0800 2020,"厉害了这波<span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-e0c6936005.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[并不简单] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-e0c6936005.png"" 
                style=""width:1em; height:1em;"" /></span>",5979906304,待我幼稚完ww,50,42,f
4521970932491602,Wed Jul 01 20:09:07 +0800 2020,"哈哈哈哈哈<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span> <a data-url=""http://t.cn/A62W3igS"" href=""https://wx4.sinaimg.cn/large/007QGAoaly1gfeagn3k56g308c08c0wd.gif"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png'></span><span class=""surl-text"">评论配图</span></a>",1246894855,晒月光丶,143,753,f
4521957499252051,Wed Jul 01 19:15:44 +0800 2020,谁让你天天坑小孩的钱💰,1982586560,王峰plus,349,490,m
4521952541208462,Wed Jul 01 18:56:02 +0800 2020,笑死 鹅干妈,5514023821,诺曼罗克韦尔,426,43,m
4521952298341401,Wed Jul 01 18:55:03 +0800 2020,"<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>一千瓶老干妈换一千多万？",7383924825,Haoxiang_LLL,281,5,m
4521944526261631,Wed Jul 01 18:24:11 +0800 2020,我要老干妈,5234526613,妮可别,264,55,m
4521940506952387,Wed Jul 01 18:08:13 +0800 2020,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5995872499,关于小熊_啊,1270,254,f
4522071646047736,Thu Jul 02 02:49:19 +0800 2020,腾讯：我被骗了 我：哈哈哈哈哈哈哈 腾讯：你笑什么？ 我：我想起了开心的事。 腾讯：什么事？ 我：今天建党99周年，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5503112879,小云魔师,259,77,m
4522054282528540,Thu Jul 02 01:40:19 +0800 2020,"哈哈哈，天道好轮回！你腾讯鹅厂也有今天，我幼小的心灵终于被治愈啦！<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span>",5514652512,毛豆豆AINI,1108,195,m
4522050812966897,Thu Jul 02 01:26:32 +0800 2020,"南山必胜客的各位众筹的吗<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[伤心] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-934f730572.png"" 
                style=""width:1em; height:1em;"" /></span>",6980403164,苏酒s,588,43,m
4522041924954215,Thu Jul 02 00:51:13 +0800 2020,先笑为敬,1740326361,阿晨晨,1178,482,f
4522040599700098,Thu Jul 02 00:45:57 +0800 2020,我没有，我今天关注你呢，能送我吗！,6389990064,changsheng三七,804,155,f
4522035449003872,Thu Jul 02 00:25:29 +0800 2020,"所以qq飞车里的老干妈限量联名福袋啥的，里面的老干妈是哪里来的？难道是腾讯自掏腰包贴了牌？<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",5170620006,-鱼丸粗面-_-,853,193,f
4522031426845908,Thu Jul 02 00:09:30 +0800 2020,哈哈哈哈,5325667318,陶爷爷16510,3796,377,m
4522030333239246,Thu Jul 02 00:05:09 +0800 2020,哈哈哈哈哈哈哈哈哈哈，腾讯宝宝，给你一个大大的抱抱.,5655273249,尤泽宝贝,325,106,m
4522029372417323,Thu Jul 02 00:01:20 +0800 2020,这公关，牛逼啊。 可怕，， 无知的一帮的吃瓜群众。,6014089858,自恋的梦幻星晨,129,46,m
4522028970210680,Wed Jul 01 23:59:44 +0800 2020,憨憨,1703935670,归去来兮兮-,1167,1748,m
4522025426002902,Wed Jul 01 23:45:39 +0800 2020,哇哦,5325667318,陶爷爷16510,3796,377,m
4522024758588934,Wed Jul 01 23:43:00 +0800 2020,"钱倒是小钱对我大鹅厂，只是脸丢尽了<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",5797034966,Volimforever,277,24,m
4522023781469699,Wed Jul 01 23:39:07 +0800 2020,"我就好奇鹅厂给老干妈打了怎么长时间广告老干妈就不好奇是咋回事还等鹅厂上法院告老干妈时才告诉鹅厂你们被骗了，有意思<span class=""url-icon""><img alt=[费解] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-bac8e40ab4.png"" 
                style=""width:1em; height:1em;"" /></span>",6708925902,X阳阳月月X,162,12,m
4522022170963283,Wed Jul 01 23:32:43 +0800 2020,"哈哈哈哈我爱的傻白鹅，送皮肤就更好了<span class=""url-icon""><img alt=[太开心] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[太开心] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" 
                style=""width:1em; height:1em;"" /></span>",5345239757,Coco小姐爱CoCo,242,40,f
4522022010373350,Wed Jul 01 23:32:05 +0800 2020,"傻白甜的鹅，我来啦 哈哈哈只为中一个限量老干妈<span class=""url-icon""><img alt=[ok] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_ok-4bd9b83e8e.png"" 
                style=""width:1em; height:1em;"" /></span>，给不给安排一下",3635878857,润八月初九,125,269,f
4522019880945726,Wed Jul 01 23:23:36 +0800 2020,"亡怨鹅<span class=""url-icon""><img alt=[蜡烛] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" 
                style=""width:1em; height:1em;"" /></span>",5878507042,魑魍桑,541,66,m
4522016469793000,Wed Jul 01 23:10:04 +0800 2020,鹅不哭！！！抱抱（先让我笑五分钟）哈哈哈哈哈哈哈,7287260234,快乐村民杨迪,283,18,f
4522016088428865,Wed Jul 01 23:08:32 +0800 2020,好奇的问问：那些广告中的老干妈，也是自掏腰包的么？,2050023251,任爱群-深圳,562,1299,f
4522015916911509,Wed Jul 01 23:07:52 +0800 2020,这波宣传不亏,1887769174,zeronelh,997,890,m
4522015769355092,Wed Jul 01 23:07:17 +0800 2020,"诈骗事件真是无处不在，这么大的公司被骗，可见骗子是啥也不怕啊！可是几乎报案同时就开始查案，这速度，不得不说时效真不是一般能比上的，但是可不可以请警方看看这起诈骗<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%B3%A8%E9%94%80%E5%AD%A6%E7%94%9F%E8%B4%B7%23&extparam=%23%E6%B3%A8%E9%94%80%E5%AD%A6%E7%94%9F%E8%B4%B7%23"" data-hide=""""><span class=""surl-text"">#注销学生贷#</span></a> 骗局，不贪不慕，却被诈骗犯逼得走投无路了<a href='/n/腾讯公司'>@腾讯公司</a> <a href='/n/人民网'>@人民网</a> <a href='/n/公安部刑侦局'>@公安部刑侦局</a><a href='/n/中国警察网'>@中国警察网</a><a href='/n/央视新闻'>@央视新闻</a>",6669238632,喔喔奶糖825,54,15,f
4522015460387808,Wed Jul 01 23:06:03 +0800 2020,"鹅鹅，每天认认真真的检查他们盖的章就好啦！相信自己，加油<span class=""url-icon""><img alt=[笑而不语] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heiheihei-f7ca09d6e8.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑而不语] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heiheihei-f7ca09d6e8.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[笑而不语] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_heiheihei-f7ca09d6e8.png"" 
                style=""width:1em; height:1em;"" /></span>",5850771379,baby故事09,290,49,f
4522014982256878,Wed Jul 01 23:04:08 +0800 2020,"不哭不哭，要坚强！<span class=""url-icon""><img alt=[可爱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_keai-7a5bf88086.png"" 
                style=""width:1em; height:1em;"" /></span>",5924035014,虎牙面具,433,32,m
4522014120973255,Wed Jul 01 23:00:44 +0800 2020,笑死我了,6616567025,红线今天也要努力生活鸭,106,83,f
