wid,time,text,uid,username,following,followed,gender
4522065815851137,Thu Jul 02 02:26:09 +0800 2020,捞一捞，我没线索，但想吃qaq,6576314119,老河口大军,235,55,m
4522065787533171,Thu Jul 02 02:26:02 +0800 2020,老干妈又发财了,5891115999,啖气没有呼吸,163,50,m
4522065770744860,Thu Jul 02 02:25:57 +0800 2020,"<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>抱抱鹅",7320517036,SKY06东东,38,2,m
4522065766832435,Thu Jul 02 02:25:57 +0800 2020,笑死，企鹅肉,2682744074,念凉诺浅,354,1137,f
4522065741650300,Thu Jul 02 02:25:51 +0800 2020,"好惨啊<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>",5646395769,开渔场的银鱼v,306,22,f
4522065703587076,Thu Jul 02 02:25:42 +0800 2020,这个老干妈酱是真的吗？,6451107039,柳柳云云2018,47,70,f
4522065636432257,Thu Jul 02 02:25:26 +0800 2020,"不是不报，时候未到。这回被别人玩了吧，钱不多，但是打脸，臊得慌啊<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>",1977995845,灬比干灬,167,183,m
4522065585013712,Thu Jul 02 02:25:14 +0800 2020,请问你们送的老干妈香不香？香的我就要。,6854693648,江雪飘云,119,2,m
4522065551437707,Thu Jul 02 02:25:06 +0800 2020,"“总裁，法务部已经请求查封资产，热搜晾了一天了。” “她认错了吗？” “认错了，她说我们认错人了，已经帮忙报警了。”（转别人的<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>）",5725307466,吃软饭的我,295,56,m
4522065502414252,Thu Jul 02 02:24:54 +0800 2020,"好多🦐在舔啊<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[赞] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_zan-e3d1e596da.png"" 
                style=""width:1em; height:1em;"" /></span>",7357153916,向雀_,20,2,m
4522065476153506,Thu Jul 02 02:24:48 +0800 2020,哈哈哈哈哈哈不哭,5852220626,超级阿诺呀,732,1415,m
4522065459603049,Thu Jul 02 02:24:44 +0800 2020,红红火火恍恍惚惚哈哈哈哈哈哈哈,6138383978,C-Conceal,305,93,f
4522065418070461,Thu Jul 02 02:24:34 +0800 2020,"这就是你出马可波罗新皮肤的理由？<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-61fe2a7aaa.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-61fe2a7aaa.png"" 
                style=""width:1em; height:1em;"" /></span>",2808392761,今天也想变成梦龙,281,137,f
4522065417632324,Thu Jul 02 02:24:34 +0800 2020,那腾讯没得到老干妈的许可用了人家的商标是不是侵权了,5280070521,浅绿少年薄荷凉丶,268,574,m
4522065379621870,Thu Jul 02 02:24:25 +0800 2020,鹅生若只如初见，何必辣酱就米饭,1757334265,普通逍遥子,1869,360,m
4522065367031952,Thu Jul 02 02:24:22 +0800 2020,"为什么大家对一起诈骗犯罪的受害者笑得如此开心？是道德的沦丧，还是人性的扭曲！<span class=""url-icon""><img alt=[嘻嘻] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" 
                style=""width:1em; height:1em;"" /></span>",1557896164,pwq1970_7m8yd,35,5,m
4522065346278781,Thu Jul 02 02:24:17 +0800 2020,草🌿//<a href='/n/土味大赏'>@土味大赏</a>:今天是腾讯被骗的日子，只要把这个消息发给两个群，就能让大家开心一下，我已经试过了，10秒钟就能获得几百个“哈哈哈哈哈哈哈”，不相信也要试试，反正没坏处 。,6580182771,Madolin,139,127,f
4522065343185726,Thu Jul 02 02:24:16 +0800 2020,"<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>你不要忘了天下霸唱啊",6045546815,我很胖,358,65,f
4522065333455727,Thu Jul 02 02:24:13 +0800 2020,"来了来了//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",5689112857,y青椒炒饭,152,39,m
4522065237417437,Thu Jul 02 02:23:51 +0800 2020,为什么要员工自筹,3912139661,12月12_,44,213,m
4522065204377721,Thu Jul 02 02:23:43 +0800 2020,傻白鹅,5573888651,如果你听见我呼救,114,6,f
4522065158509760,Thu Jul 02 02:23:32 +0800 2020,"我心疼企鹅的眼泪从嘴里流了出来//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",5454342002,明天也又是贫穷的一天呢,710,170,f
4522065152981290,Thu Jul 02 02:23:31 +0800 2020,哈哈哈哈哈哈哈哈哈哈哈哈哈,5638993169,靖Dou,34,31,f
4522065148782265,Thu Jul 02 02:23:29 +0800 2020,哈哈傻白甜,6474032386,竹枝覆影缱绻,279,77,f
4522065108142626,Thu Jul 02 02:23:19 +0800 2020,只想吃老干妈,3099699583,Ah-arlene,418,873,f
4522065087419259,Thu Jul 02 02:23:14 +0800 2020,<a href='/n/必须可爱啊'>@必须可爱啊</a>,7464205754,必须善良阿,53,2,m
4522064948602534,Thu Jul 02 02:22:42 +0800 2020,"//<a href='/n/腾讯公司'>@腾讯公司</a>: 其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",1805720422,彭志贤,1472,8188,m
4522064846857183,Thu Jul 02 02:22:18 +0800 2020,哈哈哈哈哈我笑死了,6223619518,winkpinkwink,129,4,f
4522064839469786,Thu Jul 02 02:22:15 +0800 2020,太好笑了,1639271315,五百条鲸鱼,134,162,f
4522064838462839,Thu Jul 02 02:22:16 +0800 2020,哈哈傻白甜腾讯,6086156651,十九的十二月,136,197,f
4522064827196570,Thu Jul 02 02:22:13 +0800 2020,刚好我的老干妈吃完了，能不能安排一瓶限量版的，我一定保持心悦会员的身份，躲在腾讯游戏充钱,6531597205,陆成会飞,27,0,m
4522064759983886,Thu Jul 02 02:21:57 +0800 2020,哈哈哈哈哈救命好憨啊,6093212921,Autsuga-V,304,94,f
4522064751647883,Thu Jul 02 02:21:55 +0800 2020,要不你出个老干妈王者皮肤？,3045544867,32号告诉你,17,43,m
4522064721416462,Thu Jul 02 02:21:48 +0800 2020,刷了个流量 圈了一波粉 做了个广告 玩了一把营销 这笔钱怎么看都是最大化了,7060259061,牌型呵呵呵,321,32,f
4522064717220559,Thu Jul 02 02:21:47 +0800 2020,钢铁高婷,2880046860,吹牛女,199,52278,f
4522064676359595,Thu Jul 02 02:21:37 +0800 2020,坐得吃鹅肉酱拌饭～,2514522945,Mmedel,817,139,f
4522064649854950,Thu Jul 02 02:21:31 +0800 2020,"干妈，还是老的辣<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",5690283410,Lee-krer,378,534,f
4522064637470720,Thu Jul 02 02:21:28 +0800 2020,下次注意⚠️,6769851179,AJmdg楠,24,26,m
4522064625667236,Thu Jul 02 02:21:24 +0800 2020,"海燕要长点心呀//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",5887355413,不熬夜肠胃好不掉头发好好学习,848,115,m
4522064621795998,Thu Jul 02 02:21:24 +0800 2020,"千干文化<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",6098770314,你的现任vian,190,69,f
4522064605008650,Thu Jul 02 02:21:20 +0800 2020,哈哈哈哈哈哈 傻白甜,6300701999,月亮_失约了,107,30,f
4522064575297988,Thu Jul 02 02:21:13 +0800 2020,"我想要<span class=""url-icon""><img alt=[喵喵] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_miao-61fe2a7aaa.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",5436592002,陈陈陈陈晨勃,353,51,m
4522064565908473,Thu Jul 02 02:21:10 +0800 2020,<a href='/n/一天天天YYY'>@一天天天YYY</a> 哈哈哈哈哈哈 我笑了,6778096455,雲烟丶陌,484,133,m
4522064536529182,Thu Jul 02 02:21:04 +0800 2020,限量版是自己出的飞车款吗……,2431146490,Fyyyiqqq,1432,379,m
4522064406882149,Thu Jul 02 02:20:33 +0800 2020,1000瓶么，来了来了,7432076976,东尼ookiiii,18,0,m
4522064335523866,Thu Jul 02 02:20:15 +0800 2020,哈哈哈哈哈哈抱抱你,6651553723,要每天努力画画的说,2573,2668,f
4522064332104690,Thu Jul 02 02:20:15 +0800 2020,"所以不给老干妈道歉？你给人泼脏水的时候呢？//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",3607433017,女娲补梳裹,825,100,f
4522064303061601,Thu Jul 02 02:20:07 +0800 2020,"现在又傻白甜了？不错不错，公关做的可以<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" 
                style=""width:1em; height:1em;"" /></span>",5371538308,木子阳sss,45,74,m
4522064301742223,Thu Jul 02 02:20:07 +0800 2020,老干妈我来了！,6579119054,奋战cpa的打卡叽,902,106,f
4522064273681324,Thu Jul 02 02:20:01 +0800 2020,不用道歉的么,6363359541,FM奎峰,253,2120,m
4522064269139024,Thu Jul 02 02:19:59 +0800 2020,鹅鹅不哭，抱抱,6487759186,无可奈何天0772,374,381,f
4522064247378485,Thu Jul 02 02:19:54 +0800 2020,傻白鹅不哭哈哈哈哈哈哈哈哈哈,6280983534,秋叶子殿下,107,77,f
4522064227165391,Thu Jul 02 02:19:50 +0800 2020,大哥 弟弟我也不容易啊,5209755128,歌的名字你懂吗,26,53,m
4522064210373557,Thu Jul 02 02:19:45 +0800 2020,"<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>妈还是老的辣！<span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-06a3ca0ae4.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-06a3ca0ae4.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[憧憬] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-06a3ca0ae4.png"" 
                style=""width:1em; height:1em;"" /></span>",1740700501,猫神男宠,755,781,m
4522064197011024,Thu Jul 02 02:19:43 +0800 2020,"逗鹅冤<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",2103855761,小汪汪aaa,119,51,m
4522064192812792,Thu Jul 02 02:19:42 +0800 2020,哈哈哈哈哈哈哈哈来了来了,6280983534,秋叶子殿下,107,77,f
4522064160352890,Thu Jul 02 02:19:34 +0800 2020,哈哈哈哈哈哈,5866048879,今天上八段了吗,474,1521,f
4522064151958562,Thu Jul 02 02:19:32 +0800 2020,鹅不哭👻今天想吃辣椒酱吗？我让美团给你送几瓶,7271591030,可爱的娇娇i,16,0,m
4522064093195331,Thu Jul 02 02:19:17 +0800 2020,<a href='/n/我爱老婆翟51'>@我爱老婆翟51</a>,2206295961,最美高中生-,754,52,f
4522064075798928,Thu Jul 02 02:19:13 +0800 2020,我也想要,3017789824,邹同学叫行行,105,176,m
4522064072118192,Thu Jul 02 02:19:12 +0800 2020,图片评论,3621387997,娃娃鬼叫,463,136,f
4522064070895175,Thu Jul 02 02:19:13 +0800 2020,憨憨企鹅,2794675382,青凛的窝,272,72,f
4522064062957884,Thu Jul 02 02:19:11 +0800 2020,"<a href='/n/精致的哼哼猪'>@精致的哼哼猪</a> <span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>",2464629911,七期蔷薇,63,128,f
4522064050365097,Thu Jul 02 02:19:08 +0800 2020,"是不是跟老干妈的联名炒作<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span>",1727372330,阿猫挺好的,633,412,f
4522064049906359,Thu Jul 02 02:19:07 +0800 2020,这诱惑很大～,7371502679,周深一顿三碗米一天七顿,472,408,f
4522063941231349,Thu Jul 02 02:18:42 +0800 2020,哈哈哈哈哈哈哈哈,6085400129,雪之森森,185,92,f
4522063925563411,Thu Jul 02 02:18:38 +0800 2020,笑死了,1116590113,一只脆波波,103,85,f
4522063924440994,Thu Jul 02 02:18:38 +0800 2020,"不抽我就带你爬山，给你拍照哦<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",7289124257,爱吃的小仙女本仙,59,6,f
4522063904214791,Thu Jul 02 02:18:32 +0800 2020,确实是个憨憨,5423120039,楊0w,178,75,f
4522063894868536,Thu Jul 02 02:18:31 +0800 2020,能抽1千瓶就咬咬牙抽3万瓶啊,2464808673,静静今天生气了吗,287,159,f
4522063882276530,Thu Jul 02 02:18:28 +0800 2020,"第一次觉得企鹅那么憨憨<span class=""url-icon""><img alt=[笑cry] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-d320324f00.png"" 
                style=""width:1em; height:1em;"" /></span>",1762283093,里希娅,461,437,f
4522063858405913,Thu Jul 02 02:18:22 +0800 2020,"最近咋了，飞车头像旁边的老干妈看起来怎么像秦昊<span class=""url-icon""><img alt=[汗] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" 
                style=""width:1em; height:1em;"" /></span>",3180691203,4月26日知,221,432,m
4522063799642317,Thu Jul 02 02:18:08 +0800 2020,哈哈哈哈 还宣传了一下qq飞车么,2696832701,肉多多suppi酱,498,186,f
4522063798332673,Thu Jul 02 02:18:08 +0800 2020,"你也有今天<span class=""url-icon""><img alt=[偷笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png"" 
                style=""width:1em; height:1em;"" /></span>",7473214239,小颗粒cxc,12,1,m
4522063785739121,Thu Jul 02 02:18:05 +0800 2020,雨一直下，气氛不算融洽。哈哈,7015700389,芝麻青菜面,21,3,m
4522063744971773,Thu Jul 02 02:17:55 +0800 2020,笑死我了 哈哈哈哈哈哈,3516644371,Brainyi,163,64,m
4522063715587933,Thu Jul 02 02:17:48 +0800 2020,哈哈哈,6144176105,十万嬉皮丶227,102,44,m
4522063715139985,Thu Jul 02 02:17:48 +0800 2020,到底是哪个憨憨业务员,7060259502,步步6878,42,2,m
4522063682114195,Thu Jul 02 02:17:40 +0800 2020,铁憨憨,1761848854,萝卜一带,384,751,f
4522063614094918,Thu Jul 02 02:17:24 +0800 2020,你这个操作硬要帮我整神!,6704301862,古月胡Yoyo,61,1,f
4522063602250523,Thu Jul 02 02:17:20 +0800 2020,<a href='/n/臼尤枝miss'>@臼尤枝miss</a>,6273094461,故人归期七月七,302,87,f
4522063571938029,Thu Jul 02 02:17:14 +0800 2020,"<span class=""url-icon""><img alt=[抱抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱抱] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" 
                style=""width:1em; height:1em;"" /></span>",5752330287,荷兰人在拜仁,399,57,m
4522063543859002,Thu Jul 02 02:17:07 +0800 2020,你傻白甜。。?都冻结流动资金了，你可怜?,1826067477,柚子的TATA,276,164,f
4522063542736878,Thu Jul 02 02:17:07 +0800 2020,哈哈哈哈哈哈哈笑死了,5687452880,超爱吃草莓的女孩,135,194,f
4522063538357916,Thu Jul 02 02:17:06 +0800 2020,腾讯承担主要责任。不加辨别就合作。还是个世界级企业。造成世界级骗局,3193526061,绫濑川千岁,46,41,m
4522063534342715,Thu Jul 02 02:17:05 +0800 2020,算了去充个首充安慰下这个憨憨！笑死了！,7340639679,名字只是个代号006,57,0,f
4522063509781249,Thu Jul 02 02:16:59 +0800 2020,哈哈哈哈,7167878595,浅水区泡泡鱼,182,84,f
4522063472503702,Thu Jul 02 02:16:50 +0800 2020,哈哈哈哈哈哈哈哈哈哈哈我的老天鹅啊,5187369097,四海潮生U,235,30,f
4522063446013921,Thu Jul 02 02:16:44 +0800 2020,就你 还傻白甜 长点心吧,3292898380,芒果果绿茶少冰,946,1106,f
4522063408236681,Thu Jul 02 02:16:34 +0800 2020,"现在还能怎么办呢？马老板认陶华碧为干妈，这样一家人，老干妈——马老板一个人的老干妈<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" 
                style=""width:1em; height:1em;"" /></span>",1434628060,Road-to-Liberalism,802,400,m
4522063404040970,Thu Jul 02 02:16:34 +0800 2020,"再也不是高冷的御姐了，你在我心里变成了傻敷敷的鹅妹妹<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span>",6178199533,张海海Y,402,81,f
4522063383052385,Thu Jul 02 02:16:29 +0800 2020,哈哈哈哈哈哈哈哈哈哈哈哈哈,5127041739,一池秋水o,310,49,f
4522063380154498,Thu Jul 02 02:16:27 +0800 2020,哈哈哈哈,2988511210,猫咪爱蝴蝶,145,28,f
4522063371053144,Thu Jul 02 02:16:25 +0800 2020,喔喔喔,3073227693,我们终将永远幸福,760,302,m
4522063349911299,Thu Jul 02 02:16:20 +0800 2020,"铁子 只要我还在 我能笑你一辈子//<a href='/n/腾讯公司'>@腾讯公司</a>:其实，但是，一言难尽……为了防止类似事件再次发生，欢迎广大网友踊跃提供类似线索，通过评论或私信留言。我们自掏腰包，准备好一千瓶老干妈作为奖励，里面还包含限量版的孤品哦！<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23&extparam=%23%E8%85%BE%E8%AE%AF%E5%8D%83%E7%93%B6%E8%80%81%E5%B9%B2%E5%A6%88%E6%B1%82%E9%AA%97%E5%AD%90%E7%BA%BF%E7%B4%A2%23"" data-hide=""""><span class=""surl-text"">#腾讯千瓶老干妈求骗子线索#</span></a>",5127041739,一池秋水o,310,49,f
4522063282315941,Thu Jul 02 02:16:04 +0800 2020,"<span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" 
                style=""width:1em; height:1em;"" /></span>",5124334799,苦瓜与me,51,78,m
4522063262505162,Thu Jul 02 02:16:00 +0800 2020,"我来十瓶老干妈，微信转账<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span>",5824552316,放羊的山,107,22,m
4522063246097996,Thu Jul 02 02:15:55 +0800 2020,"憨鹅鹅，我比较好奇的是，某搜索引擎，是哪个搜索引擎鸭<span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" 
                style=""width:1em; height:1em;"" /></span>",2662824041,精神洁癖的抑郁症患者丶,417,78,f
4522063174354136,Thu Jul 02 02:15:39 +0800 2020,错把千妈当干妈，你吃辣酱我吃瓜,7330878658,不让用我本善良,26,1,m
4522063141162761,Thu Jul 02 02:15:31 +0800 2020,有一说一，这波大家觉得值几个亿？,7359294758,静静的聆听属于我们的回忆,9,0,f
4522063131473988,Thu Jul 02 02:15:29 +0800 2020,哈哈哈哈哈哈哈哈哈,6571175882,搞極,419,113,f
4522063128568324,Thu Jul 02 02:15:28 +0800 2020,小孩充钱买皮肤的时候，是做不了傻白甜人设的,6431711567,北冥大青蛙,16,5,m
4522063115976242,Thu Jul 02 02:15:25 +0800 2020,"被三个人骗？丢不丢人啊<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" 
                style=""width:1em; height:1em;"" /></span>",6541815958,看直播的诺羽,145,101,m
4522063090662876,Thu Jul 02 02:15:19 +0800 2020,装鸡毛,6011548722,百千千百百千千,75,218,m
4522063089498900,Thu Jul 02 02:15:18 +0800 2020,如果我是老干妈  我一定起诉腾讯,6519450277,贱痞君,399,42,m
